"trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","key_press","success","button_pressed","left_right_s1","left_right_s2","reward_s1","reward_s2"
"html-keyboard-response","134","163861","0.0-4.0-2.32","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/punishment.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","135","165360","0.0-4.0-3.32","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","136","166153","0.0-4.0-0.33","792.8549999996903","","","","0","1","2","1","1"
"html-keyboard-response","137","166659","0.0-4.0-1.33","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","138","167664","0.0-4.0-2.33","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/reward.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","139","168273","0.0-4.0-3.33","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","140","170241","0.0-4.0-0.34","1967.3249999977998","","","","0","2","1","1","0"
"html-keyboard-response","141","170742","0.0-4.0-1.34","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","142","171747","0.0-4.0-2.34","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/reward.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","143","172968","0.0-4.0-3.34","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","144","173965","0.0-4.0-0.35","995.7250000006752","","","","0","2","1","1","0"
"html-keyboard-response","145","174467","0.0-4.0-1.35","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","146","175471","0.0-4.0-2.35","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/reward.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","147","176014","0.0-4.0-3.35","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","148","176575","0.0-4.0-0.36","560.6249999982538","","","","0","2","1","0","0"
"html-keyboard-response","149","177078","0.0-4.0-1.36","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","150","178084","0.0-4.0-2.36","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/punishment.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","151","178942","0.0-4.0-3.36","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","152","180133","0.0-4.0-0.37","1190.3349999993225","","","","0","1","2","1","0"
"html-keyboard-response","153","180638","0.0-4.0-1.37","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","154","181641","0.0-4.0-2.37","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/reward.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","155","182507","0.0-4.0-3.37","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","156","183347","0.0-4.0-0.38","839.4050000060815","","","","0","1","2","1","0"
"html-keyboard-response","157","183853","0.0-4.0-1.38","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","158","184858","0.0-4.0-2.38","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/reward.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","159","186244","0.0-4.0-3.38","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","160","186847","0.0-4.0-0.39","601.8149999945308","","","","0","1","2","1","0"
"html-keyboard-response","161","187353","0.0-4.0-1.39","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","162","188357","0.0-4.0-2.39","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/reward.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","163","189112","0.0-4.0-3.39","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","164","189809","0.0-4.0-0.40","696.2149999963003","","","","0","1","2","0","1"
"html-keyboard-response","165","190315","0.0-4.0-1.40","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","166","191318","0.0-4.0-2.40","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/punishment.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","167","192095","0.0-4.0-3.40","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","168","193463","0.0-4.0-0.41","1366.7700000005425","","","","0","2","1","0","1"
"html-keyboard-response","169","193965","0.0-4.0-1.41","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","170","194969","0.0-4.0-2.41","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/punishment.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","171","196303","0.0-4.0-3.41","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","172","197183","0.0-4.0-0.42","879.5350000000326","","","","0","2","1","0","1"
"html-keyboard-response","173","197684","0.0-4.0-1.42","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","174","198689","0.0-4.0-2.42","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/punishment.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","175","199502","0.0-4.0-3.42","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","176","200163","0.0-4.0-0.43","660.2500000008149","","","","1","1","2","1","1"
"html-keyboard-response","177","200669","0.0-4.0-1.43","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2s.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","178","201674","0.0-4.0-2.43","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/reward.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","179","202848","0.0-4.0-3.43","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","180","203371","0.0-4.0-0.44","523.0000000010477","","","","1","1","2","0","1"
"html-keyboard-response","181","203873","0.0-4.0-1.44","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2s.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","182","204878","0.0-4.0-2.44","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/reward.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","183","205742","0.0-4.0-3.44","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","184","206263","0.0-4.0-0.45","519.9700000011944","","","","1","1","2","1","1"
"html-keyboard-response","185","206766","0.0-4.0-1.45","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2s.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","186","207768","0.0-4.0-2.45","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/reward.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","187","208488","0.0-4.0-3.45","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","188","209693","0.0-4.0-0.46","1204.9750000005588","","","","1","2","1","0","0"
"html-keyboard-response","189","210195","0.0-4.0-1.46","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2s.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","190","211199","0.0-4.0-2.46","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/reward.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","191","212091","0.0-4.0-3.46","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","192","213055","0.0-4.0-0.47","962.6849999986007","","","","1","2","1","0","0"
"html-keyboard-response","193","213558","0.0-4.0-1.47","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2s.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","194","214561","0.0-4.0-2.47","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/reward.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","195","215105","0.0-4.0-3.47","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","196","216262","0.0-4.0-0.48","1155.6750000017928","","","","1","1","2","0","1"
"html-keyboard-response","197","216766","0.0-4.0-1.48","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2s.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","198","217770","0.0-4.0-2.48","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/reward.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","199","218380","0.0-4.0-3.48","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","200","219413","0.0-4.0-0.49","1032.1750000002794","","","","1","2","1","0","1"
"html-keyboard-response","201","219918","0.0-4.0-1.49","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2s.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","202","220922","0.0-4.0-2.49","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/punishment.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","203","222414","0.0-4.0-3.49","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","204","223049","0.0-4.0-0.50","634.0649999983725","","","","1","2","1","1","1"
"html-keyboard-response","205","223550","0.0-4.0-1.50","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2s.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","206","224555","0.0-4.0-2.50","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/punishment.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","207","225769","0.0-4.0-3.50","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","208","227367","0.0-4.0-0.51","1596.9550000008894","","","","1","1","2","0","1"
"html-keyboard-response","209","227869","0.0-4.0-1.51","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2s.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","210","228874","0.0-4.0-2.51","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/reward.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","211","229484","0.0-4.0-3.51","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","212","230411","0.0-4.0-0.52","926.1400000032154","","","","1","2","1","0","1"
"html-keyboard-response","213","230917","0.0-4.0-1.52","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2s.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","214","231922","0.0-4.0-2.52","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/punishment.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","215","233295","0.0-4.0-3.52","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","216","234533","0.0-4.0-0.53","1236.9849999959115","","","","1","2","1","0","1"
"html-keyboard-response","217","235038","0.0-4.0-1.53","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2s.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","218","236043","0.0-4.0-2.53","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/punishment.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","219","237232","0.0-4.0-3.53","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","220","237775","0.0-4.0-0.54","541.8200000058278","","","","1","2","1","0","0"
"html-keyboard-response","221","238278","0.0-4.0-1.54","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2s.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","222","239283","0.0-4.0-2.54","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/reward.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","223","240088","0.0-4.0-3.54","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","224","241645","0.0-4.0-0.55","1555.8949999976903","","","","1","1","2","0","1"
"html-keyboard-response","225","242149","0.0-4.0-1.55","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2s.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","226","243153","0.0-4.0-2.55","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/reward.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","227","244285","0.0-4.0-3.55","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","228","245341","0.0-4.0-0.56","1054.8299999936717","","","","1","2","1","1","0"
"html-keyboard-response","229","245847","0.0-4.0-1.56","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2s.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","230","246852","0.0-4.0-2.56","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/reward.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","231","247461","0.0-4.0-3.56","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","232","248619","0.0-4.0-0.57","1157.0400000055088","","","","1","1","2","0","1"
"html-keyboard-response","233","249123","0.0-4.0-1.57","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2s.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","234","250126","0.0-4.0-2.57","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/reward.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","235","250839","0.0-4.0-3.57","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","236","251329","0.0-4.0-0.58","489.64999999589054","","","","1","1","2","0","1"
"html-keyboard-response","237","251832","0.0-4.0-1.58","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2s.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","238","252836","0.0-4.0-2.58","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/reward.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","239","254221","0.0-4.0-3.58","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","240","255053","0.0-4.0-0.59","830.6500000035157","","","","1","1","2","0","1"
"html-keyboard-response","241","255559","0.0-4.0-1.59","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2s.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","242","256563","0.0-4.0-2.59","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/reward.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","243","257542","0.0-4.0-3.59","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","244","258577","0.0-4.0-0.60","1033.9250000033644","","","","1","2","1","0","0"
"html-keyboard-response","245","259081","0.0-4.0-1.60","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2s.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","246","260086","0.0-4.0-2.60","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/reward.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","247","261045","0.0-4.0-3.60","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","248","262091","0.0-4.0-0.61","1045.4899999967893","","","","1","2","1","0","1"
"html-keyboard-response","249","262596","0.0-4.0-1.61","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2s.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","250","263600","0.0-4.0-2.61","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/punishment.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","251","264478","0.0-4.0-3.61","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","252","265031","0.0-4.0-0.62","552.4750000040513","","","","1","2","1","0","1"
"html-keyboard-response","253","265536","0.0-4.0-1.62","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2s.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","254","266538","0.0-4.0-2.62","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/punishment.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","255","267637","0.0-4.0-3.62","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","256","268211","0.0-4.0-0.63","573.1599999999162","","","","1","2","1","0","1"
"html-keyboard-response","257","268717","0.0-4.0-1.63","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2s.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","258","269722","0.0-4.0-2.63","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/punishment.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","259","270703","0.0-4.0-3.63","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","260","271457","0.0-4.0-0.64","753.790000002482","","","","1","2","1","0","0"
"html-keyboard-response","261","271963","0.0-4.0-1.64","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2s.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","262","272966","0.0-4.0-2.64","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/reward.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","263","273710","0.0-4.0-3.64","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","264","274763","0.0-4.0-0.65","1052.2649999984424","","","","1","1","2","1","1"
"html-keyboard-response","265","275265","0.0-4.0-1.65","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2s.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","266","276269","0.0-4.0-2.65","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/reward.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","267","277546","0.0-4.0-3.65","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","268","278407","0.0-4.0-0.66","860.5549999992945","","","","1","1","2","0","1"
"html-keyboard-response","269","278910","0.0-4.0-1.66","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2s.jpeg' width='200px'/></p>","null","","","","","",""
