"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","correct","stimulus"
"490","90","categorize","97","347411","0.0-3.0-16.0","false","img/slot.png"
"396","90","categorize","98","350813","0.0-3.0-17.0","true","img/slot.png"
"407","90","categorize","99","354229","0.0-3.0-18.0","true","img/slot.png"
"370","90","categorize","100","357607","0.0-3.0-19.0","false","img/slot.png"
"384","90","categorize","101","360998","0.0-3.0-20.0","true","img/slot.png"
"850","90","categorize","102","364851","0.0-3.0-21.0","true","img/slot.png"
"401","90","categorize","103","368262","0.0-3.0-22.0","true","img/slot.png"
"392","90","categorize","104","371659","0.0-3.0-23.0","false","img/slot.png"
"402","90","categorize","105","375067","0.0-3.0-24.0","true","img/slot.png"
"426","90","categorize","106","378502","0.0-3.0-25.0","true","img/slot.png"
"296","90","categorize","107","381805","0.0-3.0-26.0","false","img/slot.png"
"406","90","categorize","108","385218","0.0-3.0-27.0","false","img/slot.png"
"361","77","categorize","109","388588","0.0-3.0-28.0","false","img/slot.png"
"358","90","categorize","110","391957","0.0-3.0-29.0","true","img/slot.png"
"406","90","categorize","111","395370","0.0-3.0-30.0","true","img/slot.png"
"384","90","categorize","112","398763","0.0-3.0-31.0","true","img/slot.png"
"408","90","categorize","113","402180","0.0-3.0-32.0","true","img/slot.png"
"433","90","categorize","114","405618","0.0-3.0-33.0","false","img/slot.png"
"395","77","categorize","115","409021","0.0-3.0-34.0","false","img/slot.png"
"496","90","categorize","116","412524","0.0-3.0-35.0","true","img/slot.png"
"400","90","categorize","117","415930","0.0-3.0-36.0","false","img/slot.png"
"427","77","categorize","118","419361","0.0-3.0-37.0","false","img/slot.png"
"451","90","categorize","119","422821","0.0-3.0-38.0","false","img/slot.png"
"1192","90","categorize","120","427019","0.0-3.0-39.0","true","img/slot.png"
"2227","77","text","121","430247","0.0-4.0","",""
