"trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","key_press","success","button_pressed","left_right_s1","left_right_s2","reward_s1","reward_s2"
"html-keyboard-response","270","233924","0.0-4.0-2.66","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/punishment.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","271","234841","0.0-4.0-3.66","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","272","236185","0.0-4.0-0.67","1342.740000000049","","","","0","2","1","0","1"
"html-keyboard-response","273","236686","0.0-4.0-1.67","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","274","237691","0.0-4.0-2.67","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/punishment.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","275","239106","0.0-4.0-3.67","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","276","240135","0.0-4.0-0.68","1028.0149999962305","","","","1","2","1","0","1"
"html-keyboard-response","277","240638","0.0-4.0-1.68","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2s.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","278","241639","0.0-4.0-2.68","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/punishment.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","279","242225","0.0-4.0-3.68","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","280","242777","0.0-4.0-0.69","551.6399999978603","","","","0","1","2","0","0"
"html-keyboard-response","281","243281","0.0-4.0-1.69","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","282","244284","0.0-4.0-2.69","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/punishment.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","283","245682","0.0-4.0-3.69","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","284","246871","0.0-4.0-0.70","1188.1649999995716","","","","1","1","2","0","1"
"html-keyboard-response","285","247374","0.0-4.0-1.70","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2s.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","286","248375","0.0-4.0-2.70","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/reward.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","287","249039","0.0-4.0-3.70","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","288","249823","0.0-4.0-0.71","783.1599999990431","","","","1","1","2","0","1"
"html-keyboard-response","289","250328","0.0-4.0-1.71","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2s.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","290","251329","0.0-4.0-2.71","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/reward.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","291","252196","0.0-4.0-3.71","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","292","253075","0.0-4.0-0.72","877.8349999993225","","","","1","2","1","0","1"
"html-keyboard-response","293","253579","0.0-4.0-1.72","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2s.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","294","254581","0.0-4.0-2.72","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/punishment.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","295","255634","0.0-4.0-3.72","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","296","256667","0.0-4.0-0.73","1032.565000001341","","","","0","2","1","0","1"
"html-keyboard-response","297","257172","0.0-4.0-1.73","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","298","258175","0.0-4.0-2.73","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/punishment.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","299","259467","0.0-4.0-3.73","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","300","260549","0.0-4.0-0.74","1080.9950000038953","","","","1","2","1","0","0"
"html-keyboard-response","301","261055","0.0-4.0-1.74","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2s.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","302","262060","0.0-4.0-2.74","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/reward.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","303","262653","0.0-4.0-3.74","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","304","263279","0.0-4.0-0.75","625.5149999997229","","","","1","2","1","1","1"
"html-keyboard-response","305","263783","0.0-4.0-1.75","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2s.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","306","264787","0.0-4.0-2.75","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/punishment.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","307","266160","0.0-4.0-3.75","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","308","266991","0.0-4.0-0.76","829.939999995986","","","","0","2","1","0","1"
"html-keyboard-response","309","267493","0.0-4.0-1.76","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","310","268494","0.0-4.0-2.76","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/punishment.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","311","269843","0.0-4.0-3.76","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","312","270607","0.0-4.0-0.77","762.6099999979488","","","","1","1","2","0","0"
"html-keyboard-response","313","271109","0.0-4.0-1.77","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2s.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","314","272113","0.0-4.0-2.77","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/punishment.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","315","273524","0.0-4.0-3.77","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","316","274561","0.0-4.0-0.78","1036.3799999977346","","","","0","1","2","0","1"
"html-keyboard-response","317","275067","0.0-4.0-1.78","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","318","276071","0.0-4.0-2.78","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/punishment.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","319","276930","0.0-4.0-3.78","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","320","278357","0.0-4.0-0.79","1426.049999994575","","","","1","1","2","1","1"
"html-keyboard-response","321","278860","0.0-4.0-1.79","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2s.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","322","279862","0.0-4.0-2.79","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/reward.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","323","281249","0.0-4.0-3.79","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
